Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Tot_No_Bedrooms,Max_Age,Closest_city
50100.0,1.5909,27.0,1513.0,314.0,1071.0,284.0,36.31,-119.64,150212.566704287,1199.0,41.0,SanJose
46300.0,1.8839,25.0,1847.0,371.0,1460.0,353.0,36.31,-119.61,152265.331595358,1476.0,41.0,SanJose
97400.0,492396.625,20.0,2673.0,452.0,1394.0,449.0,36.27,-119.57,152273.267749974,2221.0,34.0,SanJose
94100.0,2.395,35.0,2011.0,349.0,970.0,300.0,36.25,-119.69,142485.335125256,1662.0,48.0,SanJose
100000.0,2.4286,23.0,207.0,45.0,171.0,50.0,36.18,-119.63,141968.496751785,162.0,39.0,SanJose
50000.0,2.25,32.0,752.0,159.0,524.0,155.0,36.11,-119.59,140571.329901535,593.0,44.0,SanJose
53200.0,2.3889,6.0,2015.0,413.0,992.0,319.0,36.09,-119.57,140924.810109486,1602.0,21.0,SanJose
46500.0,1.3967,21.0,1382.0,327.0,1469.0,355.0,36.1,-119.58,140740.800548296,1055.0,40.0,SanJose
43800.0,1.5313,29.0,424.0,78.0,284.0,73.0,36.1,-119.56,142270.625124665,346.0,41.0,SanJose
50800.0,2.13,25.0,1093.0,262.0,893.0,252.0,36.1,-119.56,142270.625124665,831.0,32.0,SanJose
64700.0,3.2847,35.0,1648.0,285.0,792.0,265.0,36.09,-119.56,141693.763270659,1363.0,40.0,SanJose
52300.0,1.85,14.0,1267.0,290.0,1077.0,279.0,36.09,-119.56,141693.763270659,977.0,26.0,SanJose
42100.0,1.6607,37.0,766.0,189.0,639.0,190.0,36.08,-119.56,141123.303849413,577.0,53.0,SanJose
61600.0,2.2169,21.0,2004.0,385.0,1397.0,398.0,36.11,-119.58,141330.49401975,1619.0,32.0,SanJose
54800.0,1.5727,16.0,1461.0,400.0,1201.0,384.0,36.1,-119.57,141504.903920941,1061.0,26.0,SanJose
68800.0,3.5313,36.0,1729.0,317.0,737.0,278.0,36.1,-119.57,141504.903920941,1412.0,51.0,SanJose
60700.0,2.0595,37.0,1676.0,316.0,707.0,274.0,36.1,-119.57,141504.903920941,1360.0,53.0,SanJose
61300.0,2.4688,21.0,1548.0,308.0,1137.0,306.0,36.15,-119.74,132049.986954679,1240.0,34.0,SanJose
137500.0,1.875,43.0,187.0,38.0,106.0,40.0,36.2,-119.9,124693.997053892,149.0,59.0,SanJose
52200.0,2.0221,33.0,1293.0,272.0,694.0,229.0,36.19,-119.82,129274.174122743,1021.0,46.0,SanJose
100000.0,0.4999,23.0,333.0,92.0,198.0,55.0,36.09,-119.99,110465.740120482,241.0,34.0,SanJose
47700.0,2.0976,25.0,1047.0,270.0,1505.0,286.0,35.99,-119.96,105559.8580866,777.0,38.0,SanJose
225000.0,3.05,20.0,156.0,39.0,171.0,37.0,36.02,-119.8,119286.158864496,117.0,32.0,SanJose
60900.0,2.9708,27.0,2533.0,518.0,1371.0,461.0,36.04,-120.14,96829.1020024611,2015.0,39.0,SanJose
48500.0,2.2167,18.0,1165.0,334.0,1119.0,308.0,36.01,-120.12,95830.6345653515,831.0,33.0,SanJose
43900.0,2.0335,33.0,1726.0,420.0,1371.0,388.0,36.0,-120.14,93753.9679939934,1306.0,45.0,SanJose
56200.0,2.25,7.0,2049.0,482.0,1387.0,422.0,35.99,-120.12,94342.0939566143,1567.0,26.0,SanJose
71300.0,2.375,26.0,48.0,8.0,13.0,8.0,35.87,-120.13,85341.5355451873,40.0,45.0,SanJose
62500.0,3.125,16.0,259.0,53.0,131.0,38.0,35.91,-120.0,97526.3517790767,206.0,31.0,SanJose
73500.0,0.4999,16.0,411.0,114.0,26.0,19.0,39.42,-122.89,76935.1315967157,297.0,30.0,SanFrancisco
98900.0,3.9519,39.0,1295.0,240.0,534.0,179.0,39.23,-122.9,71877.4081485164,1055.0,52.0,SanFrancisco
72500.0,2.0208,43.0,89.0,18.0,86.0,27.0,39.18,-122.91,70231.9478524883,71.0,59.0,SanFrancisco
68300.0,4.35,44.0,202.0,42.0,142.0,39.0,39.17,-122.91,70124.1058987003,160.0,56.0,SanFrancisco
73600.0,2.575,45.0,1314.0,277.0,649.0,232.0,39.17,-122.9,70982.7873749242,1037.0,61.0,SanFrancisco
106300.0,2.2188,20.0,1125.0,231.0,521.0,196.0,39.14,-122.88,69917.0865816517,894.0,29.0,SanFrancisco
92600.0,3.8333,24.0,1098.0,193.0,353.0,145.0,39.12,-123.07,56046.5387837017,905.0,43.0,SanFrancisco
137500.0,3.25,17.0,380.0,69.0,225.0,72.0,39.13,-122.95,65120.531095432,311.0,35.0,SanFrancisco
71100.0,2.2551,10.0,1588.0,333.0,585.0,254.0,39.11,-122.89,66896.2983231555,1255.0,29.0,SanFrancisco
143200.0,1.9141,15.0,2483.0,544.0,835.0,380.0,39.09,-122.9,64702.8138853255,1939.0,27.0,SanFrancisco
166300.0,4.0,24.0,341.0,64.0,146.0,57.0,39.08,-122.92,62699.3881040999,277.0,39.0,SanFrancisco
140600.0,2.8906,18.0,681.0,120.0,272.0,105.0,39.1,-122.94,63145.3891729518,561.0,31.0,SanFrancisco
164100.0,3.45,14.0,1582.0,301.0,851.0,273.0,39.02,-122.99,53703.9251465323,1281.0,29.0,SanFrancisco
102300.0,2.4423,21.0,2202.0,484.0,1000.0,381.0,39.07,-122.91,62523.1055919562,1718.0,38.0,SanFrancisco
100300.0,1.939,21.0,1236.0,238.0,601.0,261.0,39.06,-122.91,61750.587476227,998.0,30.0,SanFrancisco
119000.0,3.5652,16.0,1548.0,295.0,605.0,250.0,39.05,-122.92,60358.676631622,1253.0,30.0,SanFrancisco
93500.0,3.2216,20.0,1128.0,229.0,621.0,210.0,39.05,-122.91,60988.557912427,899.0,41.0,SanFrancisco
80700.0,2.5457,38.0,3131.0,624.0,1591.0,568.0,39.05,-122.92,60358.676631622,2507.0,52.0,SanFrancisco
95000.0,3.7667,27.0,789.0,208.0,295.0,108.0,39.05,-122.91,60988.557912427,581.0,40.0,SanFrancisco
95800.0,1.3532,14.0,2374.0,557.0,723.0,427.0,39.03,-122.91,59497.5709314312,1817.0,28.0,SanFrancisco
108300.0,3.3929,13.0,532.0,111.0,214.0,62.0,39.14,-122.7,81236.4946005579,421.0,28.0,SanFrancisco
86500.0,1.6369,15.0,1927.0,427.0,810.0,321.0,39.13,-122.87,69695.4619881594,1500.0,31.0,SanFrancisco
78800.0,2.0417,24.0,3127.0,674.0,1015.0,448.0,39.08,-122.86,66423.6722798977,2453.0,37.0,SanFrancisco
94700.0,1.4679,26.0,2191.0,495.0,679.0,371.0,39.09,-122.83,69091.5064200308,1696.0,37.0,SanFrancisco
66800.0,1.625,20.0,1798.0,395.0,685.0,331.0,39.09,-122.79,71708.6716179552,1403.0,36.0,SanFrancisco
65000.0,1.4676,17.0,1880.0,467.0,798.0,342.0,39.08,-122.8,70334.5228790109,1413.0,27.0,SanFrancisco
89000.0,1.5208,23.0,952.0,200.0,321.0,128.0,39.08,-122.79,71002.3264880121,752.0,37.0,SanFrancisco
108900.0,2.6181,15.0,1601.0,323.0,661.0,269.0,39.05,-122.78,69639.6583769185,1278.0,31.0,SanFrancisco
69700.0,1.3,11.0,1264.0,271.0,370.0,177.0,39.09,-122.53,87763.5672838875,993.0,28.0,SanFrancisco
112500.0,2.7639,9.0,254.0,50.0,66.0,29.0,39.04,-122.69,75430.1062748744,204.0,20.0,SanFrancisco
111500.0,1.9833,23.0,1618.0,395.0,425.0,244.0,39.04,-122.73,72532.5131421846,1223.0,36.0,SanFrancisco
72400.0,2.1094,27.0,2199.0,527.0,744.0,316.0,39.02,-122.69,73661.1952957067,1672.0,43.0,SanFrancisco
53300.0,1.165,27.0,1446.0,329.0,594.0,255.0,39.03,-122.66,75957.2432319307,1117.0,41.0,SanFrancisco
109400.0,1.7446,16.0,3715.0,810.0,943.0,510.0,39.02,-122.66,75015.7097034417,2905.0,30.0,SanFrancisco
162500.0,2.3125,18.0,793.0,148.0,186.0,59.0,39.0,-122.7,71308.5138033039,645.0,35.0,SanFrancisco
134700.0,2.3558,18.0,1177.0,224.0,181.0,105.0,38.99,-122.7,70357.2252737547,953.0,36.0,SanFrancisco
75900.0,1.8571,16.0,4279.0,951.0,1596.0,666.0,38.99,-122.65,72704.3508291567,3328.0,34.0,SanFrancisco
77800.0,1.6607,16.0,975.0,219.0,337.0,155.0,38.99,-122.52,79593.1910562666,756.0,30.0,SanFrancisco
109700.0,2.1838,27.0,2300.0,508.0,526.0,254.0,38.98,-122.68,70339.6248950046,1792.0,41.0,SanFrancisco
60000.0,1.1912,32.0,1856.0,472.0,703.0,292.0,38.97,-122.65,70879.5150153692,1384.0,49.0,SanFrancisco
64000.0,1.75,17.0,1708.0,459.0,633.0,312.0,38.96,-122.63,71003.6466457777,1249.0,33.0,SanFrancisco
58800.0,1.6865,19.0,2230.0,538.0,832.0,359.0,38.95,-122.62,70650.1017165827,1692.0,37.0,SanFrancisco
57500.0,2.3179,14.0,1731.0,400.0,638.0,282.0,38.94,-122.62,69779.0380895075,1331.0,25.0,SanFrancisco
71300.0,4.3897,14.0,231.0,36.0,108.0,31.0,38.93,-122.61,69465.940497664,195.0,31.0,SanFrancisco
62000.0,1.4767,16.0,1657.0,390.0,572.0,301.0,38.93,-122.6,70023.3964588228,1267.0,36.0,SanFrancisco
69000.0,2.0577,16.0,1914.0,446.0,828.0,332.0,38.96,-122.62,71527.8436141795,1468.0,29.0,SanFrancisco
60200.0,2.3083,20.0,2507.0,577.0,1072.0,457.0,38.96,-122.63,71003.6466457777,1930.0,33.0,SanFrancisco
63200.0,1.6769,27.0,2143.0,580.0,898.0,367.0,38.96,-122.65,69975.7558066458,1563.0,36.0,SanFrancisco
58200.0,1.7273,29.0,883.0,187.0,326.0,136.0,38.96,-122.64,70486.2338775929,696.0,44.0,SanFrancisco
68900.0,1.2029,28.0,1503.0,370.0,522.0,268.0,38.95,-122.64,69595.2069328935,1133.0,40.0,SanFrancisco
77300.0,1.7083,11.0,686.0,127.0,246.0,86.0,38.95,-122.63,70119.2683379941,559.0,25.0,SanFrancisco
49000.0,1.7566,25.0,661.0,144.0,192.0,93.0,38.94,-122.63,69241.4512608269,517.0,43.0,SanFrancisco
81800.0,1.125,18.0,3844.0,969.0,1832.0,845.0,38.94,-122.63,69241.4512608269,2875.0,31.0,SanFrancisco
55000.0,1.5455,13.0,524.0,129.0,215.0,90.0,38.94,-122.62,69779.0380895075,395.0,22.0,SanFrancisco
114200.0,3.2375,17.0,2554.0,540.0,723.0,319.0,38.97,-122.7,68469.1731224774,2014.0,37.0,SanFrancisco
200500.0,3.4187,17.0,4162.0,967.0,889.0,414.0,39.01,-122.75,69266.5966905987,3195.0,37.0,SanFrancisco
96900.0,1.8833,23.0,642.0,203.0,265.0,84.0,39.02,-122.79,66995.8197932389,439.0,39.0,SanFrancisco
97300.0,3.0466,11.0,5175.0,971.0,2144.0,792.0,38.97,-122.78,64743.59127222,4204.0,25.0,SanFrancisco
93400.0,3.125,9.0,1245.0,234.0,517.0,187.0,38.94,-122.69,66163.4187623033,1011.0,22.0,SanFrancisco
55000.0,1.375,20.0,41.0,18.0,94.0,10.0,38.91,-122.71,62436.6071125445,23.0,32.0,SanFrancisco
136800.0,2.5326,20.0,1592.0,327.0,647.0,253.0,39.05,-122.86,64220.4380393507,1265.0,33.0,SanFrancisco
88500.0,1.8704,20.0,1580.0,318.0,753.0,252.0,39.0,-122.85,61477.4627538035,1262.0,36.0,SanFrancisco
113900.0,1.6833,15.0,289.0,49.0,191.0,54.0,38.99,-122.83,62260.4171079685,240.0,28.0,SanFrancisco
77800.0,1.6164,17.0,1383.0,347.0,719.0,296.0,38.98,-122.83,61646.0242955653,1036.0,31.0,SanFrancisco
75000.0,1.7196,21.0,939.0,176.0,556.0,178.0,38.98,-122.84,60923.8593346141,763.0,39.0,SanFrancisco
134200.0,2.9934,20.0,2067.0,384.0,904.0,333.0,38.97,-122.92,54624.7038866842,1683.0,39.0,SanFrancisco
105700.0,2.7188,20.0,1214.0,247.0,504.0,223.0,38.93,-122.89,54293.1568257477,967.0,33.0,SanFrancisco
93800.0,1.8692,15.0,1318.0,296.0,567.0,276.0,38.96,-122.83,60459.8733212693,1022.0,32.0,SanFrancisco
119400.0,4.0119,26.0,712.0,140.0,293.0,100.0,38.92,-122.77,60570.1876679615,572.0,39.0,SanFrancisco
100000.0,3.4514,11.0,640.0,134.0,268.0,90.0,38.89,-122.83,55141.5936429581,506.0,30.0,SanFrancisco
96600.0,1.9906,29.0,2781.0,617.0,890.0,310.0,38.88,-122.72,59219.6200798542,2164.0,46.0,SanFrancisco
90800.0,3.3531,12.0,4515.0,909.0,1554.0,528.0,38.83,-122.74,53741.3225016843,3606.0,25.0,SanFrancisco
112500.0,2.1964,10.0,304.0,63.0,161.0,61.0,38.9,-122.48,74897.8669341267,241.0,26.0,SanFrancisco
75000.0,2.1953,15.0,1410.0,329.0,599.0,273.0,38.92,-122.59,69750.9674055889,1081.0,30.0,SanFrancisco
91700.0,2.9583,23.0,292.0,56.0,92.0,41.0,38.9,-122.6,67517.6141177996,236.0,35.0,SanFrancisco
84700.0,1.8417,13.0,520.0,115.0,249.0,109.0,38.92,-122.62,68057.9693787433,405.0,26.0,SanFrancisco
112500.0,4.125,30.0,70.0,38.0,20.0,13.0,38.92,-122.65,66423.9240776082,32.0,47.0,SanFrancisco
73500.0,1.5739,16.0,1177.0,240.0,519.0,199.0,38.87,-122.64,62721.4786430023,937.0,36.0,SanFrancisco
109200.0,2.5625,12.0,2394.0,443.0,877.0,341.0,38.82,-122.5,67898.0936338291,1951.0,28.0,SanFrancisco
132600.0,4.0435,9.0,2589.0,482.0,1050.0,374.0,38.76,-122.51,63356.0962114723,2107.0,19.0,SanFrancisco
132100.0,3.8831,7.0,3639.0,637.0,1027.0,421.0,38.81,-122.55,63798.9328960068,3002.0,22.0,SanFrancisco
103100.0,3.375,15.0,764.0,145.0,366.0,143.0,38.78,-122.59,59008.671255145,619.0,28.0,SanFrancisco
83300.0,3.4375,22.0,852.0,176.0,461.0,142.0,38.81,-122.66,56687.8496629788,676.0,37.0,SanFrancisco
67900.0,2.3125,29.0,994.0,226.0,302.0,117.0,38.76,-122.68,51606.8193216035,768.0,46.0,SanFrancisco
85300.0,2.1474,21.0,1425.0,323.0,727.0,287.0,38.73,-122.62,53586.9330162654,1102.0,40.0,SanFrancisco
89600.0,2.625,20.0,531.0,126.0,231.0,96.0,38.71,-122.64,50889.5737652685,405.0,35.0,SanFrancisco
87500.0,0.536,26.0,102.0,17.0,43.0,13.0,38.7,-122.52,59230.1864546115,85.0,43.0,SanFrancisco
48100.0,2.7188,26.0,1707.0,308.0,761.0,250.0,41.07,-121.11,249861.368991137,1399.0,33.0,SanFrancisco
59200.0,2.5,29.0,779.0,136.0,364.0,123.0,41.12,-120.96,261505.592662035,643.0,44.0,SanFrancisco
80800.0,3.6641,17.0,976.0,202.0,511.0,175.0,40.85,-121.07,257737.340746185,774.0,27.0,SanFrancisco
40000.0,1.6833,27.0,777.0,185.0,318.0,115.0,40.98,-120.38,311911.760148082,592.0,41.0,SanFrancisco
200000.0,3.625,33.0,240.0,49.0,63.0,22.0,40.63,-120.35,303538.638590759,191.0,45.0,SanFrancisco
118300.0,1.7214,11.0,2635.0,667.0,280.0,132.0,40.65,-120.77,277649.85980552,1968.0,26.0,SanFrancisco
78300.0,3.3036,17.0,890.0,167.0,406.0,154.0,40.51,-121.02,252653.59373173,723.0,26.0,SanFrancisco
64100.0,2.5,19.0,683.0,139.0,302.0,111.0,40.28,-120.96,250840.204700159,544.0,35.0,SanFrancisco
49500.0,2.1833,52.0,5486.0,1044.0,1977.0,754.0,40.35,-121.03,246927.378732351,4442.0,68.0,SanFrancisco
85900.0,3.5962,15.0,5343.0,1002.0,2503.0,902.0,40.5,-120.67,280664.797268145,4341.0,27.0,SanFrancisco
71500.0,2.6902,15.0,2045.0,461.0,1121.0,402.0,40.43,-120.57,276247.25465839,1584.0,24.0,SanFrancisco
66400.0,2.5074,35.0,1450.0,325.0,717.0,297.0,40.42,-120.66,272738.939970159,1125.0,49.0,SanFrancisco
64300.0,2.1875,39.0,3240.0,652.0,1467.0,621.0,40.42,-120.65,273002.588232553,2588.0,51.0,SanFrancisco
70200.0,2.2992,52.0,2081.0,478.0,1051.0,419.0,40.41,-120.66,271681.983227317,1603.0,67.0,SanFrancisco
59300.0,1.5066,50.0,1741.0,424.0,987.0,383.0,40.41,-120.64,272213.871943681,1317.0,65.0,SanFrancisco
105700.0,3.5536,19.0,4462.0,828.0,2229.0,777.0,40.36,-120.71,265091.013787857,3634.0,37.0,SanFrancisco
61800.0,2.2661,16.0,3412.0,667.0,1873.0,590.0,40.37,-120.58,269680.463078657,2745.0,27.0,SanFrancisco
85600.0,2.4757,26.0,1652.0,313.0,762.0,280.0,40.38,-120.42,275405.565669467,1339.0,38.0,SanFrancisco
70000.0,1.7333,19.0,689.0,143.0,355.0,127.0,40.45,-120.36,284485.821697644,546.0,29.0,SanFrancisco
67500.0,5.5179,36.0,36.0,8.0,4198.0,7.0,40.41,-120.51,275908.173895116,28.0,47.0,SanFrancisco
91000.0,3.4028,17.0,3391.0,623.0,1529.0,571.0,40.29,-120.54,262534.355671328,2768.0,32.0,SanFrancisco
85100.0,3.4643,16.0,1821.0,360.0,969.0,359.0,40.31,-120.49,266049.463904306,1461.0,30.0,SanFrancisco
73500.0,2.1198,21.0,789.0,141.0,406.0,146.0,40.17,-120.37,255329.789574218,648.0,37.0,SanFrancisco
47600.0,2.6765,26.0,2399.0,518.0,1037.0,443.0,40.26,-120.2,270405.96748715,1881.0,38.0,SanFrancisco
60700.0,1.7267,19.0,2335.0,518.0,1028.0,383.0,39.92,-120.09,241556.468339272,1817.0,33.0,SanFrancisco
276100.0,6.1946,27.0,5205.0,859.0,2363.0,888.0,34.27,-118.27,35518.5193380103,4346.0,38.0,LA
213000.0,4.9833,32.0,1079.0,207.0,486.0,167.0,34.26,-118.28,34076.6996799393,872.0,43.0,LA
191100.0,4.008,33.0,3177.0,713.0,1845.0,612.0,34.26,-118.29,33522.3620337096,2464.0,44.0,LA
184500.0,3.5568,37.0,2824.0,633.0,1619.0,573.0,34.26,-118.3,32984.391654804,2191.0,49.0,LA
191900.0,4.81,42.0,2186.0,423.0,1145.0,439.0,34.26,-118.3,32984.391654804,1763.0,56.0,LA
197600.0,3.5214,35.0,2045.0,450.0,1166.0,407.0,34.25,-118.28,33204.1060485623,1595.0,46.0,LA
162100.0,2.6036,29.0,2559.0,787.0,1886.0,769.0,34.25,-118.28,33204.1060485623,1772.0,41.0,LA
175000.0,2.4727,19.0,1988.0,594.0,1399.0,527.0,34.25,-118.29,32634.8817767648,1394.0,35.0,LA
161500.0,3.0795,8.0,5568.0,1514.0,3565.0,1374.0,34.25,-118.29,32634.8817767648,4054.0,23.0,LA
257600.0,5.0234,37.0,2489.0,454.0,1215.0,431.0,34.25,-118.27,33788.8154609673,2035.0,58.0,LA
261900.0,4.4485,35.0,2091.0,360.0,879.0,326.0,34.25,-118.27,33788.8154609673,1731.0,48.0,LA
277600.0,6.3688,30.0,2180.0,369.0,1050.0,390.0,34.24,-118.27,32946.2098954857,1811.0,47.0,LA
230100.0,4.6635,35.0,779.0,143.0,371.0,150.0,34.25,-118.27,33788.8154609673,636.0,50.0,LA
195800.0,4.4375,39.0,699.0,150.0,358.0,143.0,34.25,-118.27,33788.8154609673,549.0,50.0,LA
263600.0,4.45,32.0,2542.0,526.0,1278.0,493.0,34.24,-118.28,32346.2008496685,2016.0,48.0,LA
316900.0,5.6184,29.0,3390.0,580.0,1543.0,576.0,34.24,-118.28,32346.2008496685,2810.0,43.0,LA
176700.0,3.1523,36.0,1300.0,304.0,688.0,261.0,34.25,-118.3,32081.9669115295,996.0,50.0,LA
293300.0,4.2639,31.0,6434.0,1188.0,3540.0,1131.0,34.24,-118.33,29594.1408532942,5246.0,45.0,LA
228700.0,5.997,19.0,9259.0,1653.0,3963.0,1595.0,34.22,-118.35,26727.9209918338,7606.0,34.0,LA
258300.0,4.1302,30.0,1260.0,222.0,638.0,229.0,34.22,-118.35,26727.9209918338,1038.0,41.0,LA
181400.0,3.275,39.0,1470.0,312.0,1047.0,284.0,34.21,-118.35,25798.0133830348,1158.0,56.0,LA
172600.0,3.75,42.0,1073.0,220.0,804.0,226.0,34.21,-118.35,25798.0133830348,853.0,59.0,LA
219900.0,5.1145,34.0,3258.0,610.0,1810.0,633.0,34.28,-118.31,34332.8866890241,2648.0,51.0,LA
215600.0,6.0808,35.0,1446.0,274.0,759.0,291.0,34.27,-118.31,33392.8115293924,1172.0,42.0,LA
176500.0,3.599,43.0,1510.0,310.0,809.0,277.0,34.26,-118.3,32984.391654804,1200.0,57.0,LA
185900.0,4.1964,40.0,1065.0,214.0,605.0,183.0,34.26,-118.3,32984.391654804,851.0,55.0,LA
189600.0,4.2685,38.0,2264.0,460.0,1124.0,388.0,34.26,-118.31,32463.6022489074,1804.0,50.0,LA
160300.0,3.0583,41.0,1297.0,327.0,733.0,315.0,34.26,-118.31,32463.6022489074,970.0,58.0,LA
187300.0,4.1339,34.0,1797.0,363.0,948.0,363.0,34.26,-118.31,32463.6022489074,1434.0,45.0,LA
222700.0,4.4875,32.0,3690.0,791.0,1804.0,715.0,34.26,-118.32,31960.8337040724,2899.0,48.0,LA
248200.0,4.6944,30.0,3214.0,513.0,1700.0,533.0,34.28,-118.35,32548.077939422,2701.0,44.0,LA
230200.0,3.1349,29.0,3034.0,732.0,1776.0,702.0,34.27,-118.33,32434.5530130779,2302.0,42.0,LA
205400.0,6.2037,32.0,604.0,108.0,314.0,113.0,34.27,-118.35,31554.6504134764,496.0,48.0,LA
314900.0,5.2661,37.0,1776.0,301.0,702.0,265.0,34.26,-118.34,31012.8337675437,1475.0,50.0,LA
354400.0,6.1464,34.0,2795.0,460.0,1267.0,443.0,34.25,-118.35,29593.1023626884,2335.0,40.0,LA
378000.0,6.838,34.0,3677.0,573.0,1598.0,568.0,34.26,-118.36,30147.5205751728,3104.0,47.0,LA
200600.0,3.1607,28.0,1643.0,489.0,1142.0,458.0,34.26,-118.3,32984.391654804,1154.0,44.0,LA
197300.0,4.5833,44.0,1442.0,285.0,859.0,292.0,34.25,-118.3,32081.9669115295,1157.0,57.0,LA
239400.0,5.76,37.0,1444.0,246.0,624.0,239.0,34.26,-118.31,32463.6022489074,1198.0,50.0,LA
217100.0,3.8,36.0,1882.0,453.0,1005.0,409.0,34.26,-118.31,32463.6022489074,1429.0,50.0,LA
191500.0,4.4375,24.0,5106.0,1010.0,2310.0,957.0,34.26,-118.32,31960.8337040724,4096.0,41.0,LA
166200.0,4.4818,24.0,4694.0,820.0,3566.0,777.0,34.28,-118.39,31098.3263806396,3874.0,39.0,LA
166300.0,4.7932,22.0,4428.0,825.0,3152.0,836.0,34.28,-118.38,31426.6337635392,3603.0,33.0,LA
154900.0,3.3304,16.0,6573.0,1480.0,6161.0,1473.0,34.28,-118.4,30794.0276614331,5093.0,32.0,LA
158300.0,2.8214,8.0,3248.0,847.0,2608.0,731.0,34.27,-118.38,30396.4369524983,2401.0,19.0,LA
147600.0,3.35,35.0,1008.0,204.0,1162.0,215.0,34.29,-118.41,31580.0809848277,804.0,46.0,LA
145800.0,4.2969,32.0,1591.0,320.0,1818.0,306.0,34.29,-118.41,31580.0809848277,1271.0,50.0,LA
150000.0,4.125,29.0,1271.0,272.0,1338.0,266.0,34.28,-118.42,30260.2963979812,999.0,40.0,LA
146700.0,3.7566,32.0,2574.0,531.0,2609.0,472.0,34.28,-118.41,30514.4558807334,2043.0,41.0,LA
164800.0,2.6652,22.0,3517.0,810.0,3134.0,847.0,34.28,-118.4,30794.0276614331,2707.0,41.0,LA
133300.0,3.2865,35.0,822.0,200.0,1197.0,203.0,34.28,-118.42,30260.2963979812,622.0,52.0,LA
144300.0,2.8,34.0,1999.0,427.0,2391.0,439.0,34.28,-118.42,30260.2963979812,1572.0,51.0,LA
134300.0,1.6295,33.0,1209.0,341.0,1097.0,283.0,34.27,-118.42,29188.8175188938,868.0,45.0,LA
131300.0,3.3214,33.0,937.0,216.0,1216.0,212.0,34.27,-118.42,29188.8175188938,721.0,54.0,LA
147800.0,2.6667,35.0,674.0,153.0,808.0,173.0,34.27,-118.42,29188.8175188938,521.0,55.0,LA
142600.0,3.0132,30.0,1384.0,308.0,2054.0,301.0,34.28,-118.43,30032.1944078482,1076.0,48.0,LA
156800.0,4.2353,31.0,1130.0,276.0,1533.0,269.0,34.27,-118.43,28952.2468671031,854.0,46.0,LA
148000.0,3.024,36.0,1002.0,250.0,1312.0,249.0,34.27,-118.43,28952.2468671031,752.0,49.0,LA
147500.0,3.225,37.0,1024.0,246.0,1371.0,239.0,34.27,-118.42,29188.8175188938,778.0,52.0,LA
140900.0,3.5104,30.0,1246.0,373.0,1990.0,369.0,34.26,-118.43,27874.8158325249,873.0,42.0,LA
147200.0,3.2583,37.0,1269.0,348.0,1835.0,335.0,34.26,-118.43,27874.8158325249,921.0,49.0,LA
139600.0,3.4,35.0,777.0,187.0,1022.0,186.0,34.27,-118.44,28743.2074196842,590.0,51.0,LA
140900.0,2.9519,43.0,729.0,172.0,935.0,174.0,34.26,-118.43,27874.8158325249,557.0,58.0,LA
148100.0,3.6791,37.0,1545.0,341.0,1909.0,352.0,34.25,-118.42,27055.6595086467,1204.0,47.0,LA
143100.0,2.9205,35.0,1447.0,335.0,1630.0,306.0,34.25,-118.43,26800.2048141663,1112.0,49.0,LA
136400.0,2.1062,26.0,1788.0,521.0,2582.0,484.0,34.26,-118.42,28120.481135097,1267.0,40.0,LA
136100.0,2.5313,38.0,870.0,205.0,1065.0,222.0,34.26,-118.41,28393.8656281996,665.0,55.0,LA
143300.0,3.4519,36.0,973.0,221.0,1086.0,218.0,34.26,-118.42,28120.481135097,752.0,57.0,LA
138600.0,3.9,37.0,1789.0,424.0,2279.0,411.0,34.26,-118.42,28120.481135097,1365.0,58.0,LA
137900.0,2.9219,38.0,858.0,203.0,1250.0,204.0,34.27,-118.41,29452.2559599744,655.0,49.0,LA
124000.0,1.4867,35.0,2700.0,702.0,3444.0,679.0,34.27,-118.42,29188.8175188938,1998.0,54.0,LA
154300.0,4.2538,13.0,4379.0,872.0,2560.0,853.0,34.26,-118.4,28694.1770343324,3507.0,31.0,LA
134200.0,2.2019,13.0,1872.0,497.0,1927.0,432.0,34.25,-118.4,27651.5264371564,1375.0,25.0,LA
137500.0,1.95,19.0,280.0,84.0,483.0,87.0,34.25,-118.41,27339.7273256047,196.0,33.0,LA
143100.0,2.6429,33.0,827.0,192.0,981.0,184.0,34.25,-118.41,27339.7273256047,635.0,49.0,LA
153800.0,3.6016,36.0,1146.0,259.0,1173.0,272.0,34.25,-118.41,27339.7273256047,887.0,53.0,LA
157100.0,3.2284,18.0,3447.0,857.0,3663.0,817.0,34.25,-118.41,27339.7273256047,2590.0,32.0,LA
163700.0,2.525,17.0,2049.0,548.0,2243.0,541.0,34.24,-118.42,25994.784567038,1501.0,26.0,LA
145200.0,3.6292,36.0,1430.0,331.0,1502.0,312.0,34.25,-118.42,27055.6595086467,1099.0,56.0,LA
157400.0,4.233,34.0,2657.0,515.0,1948.0,532.0,34.32,-118.43,34372.3976985138,2142.0,48.0,LA
235600.0,5.901,18.0,5891.0,920.0,2882.0,911.0,34.33,-118.43,35461.6149173254,4971.0,30.0,LA
211600.0,4.1724,14.0,6235.0,1286.0,3568.0,1190.0,34.32,-118.44,34196.6117734048,4949.0,23.0,LA
163200.0,3.9583,19.0,6755.0,1443.0,4205.0,1395.0,34.31,-118.42,33490.567541969,5312.0,32.0,LA
